id, acces_services _ Ville_q1, acces_services _ Ville_q2_1, acces_services _ Ville_q2_2, acces_services _ Ville_q2_3, acces_services _ Ville_q2_4, acces_services _ Ville_q2_5,acces_services _ Ville_q2_6, acces_services _ Ville_q2_7, acces_services _ Ville_q2_8, acces_services _ Ville_q3, acces_services _ Ville_q4, acces_services _ Ville_q5, acces_services _ Ville_q6_1, acces_services _ Ville_q6_2, acces_services _ Ville_q6_3, acces_services _ Ville_q6_4, acces_services _ Ville_q6_5, acces_services _ Ville_q6_6, acces_services _ Ville_q6_7, acces_services _ Ville_q7_1, acces_services _ Ville_q7_2, acces_services _ Ville_q7_3, acces_services _ Ville_q7_4, acces_services _ Ville_q7_5, acces_services _ Ville_q8_1, acces_services _ Ville_q8_2, acces_services _ Ville_q8_3, acces_services _ Ville_q8_4, acces_services _ Ville_q8_5, acces_services _ Ville_q9,milieu_et_qualite_ de_vie_q10_1,milieu_et_qualite_de_vie_q10_2,milieu_et_qualite_ de_vie_q10_3,milieu_et_qualite_de_vie_q10_4,milieu_et_qualite_de_vie_q10_5,milieu_et_qualite_de_vie_q10_6,milieu_et_qualite_de_vie_q10_7,milieu_et_qualite_de_vie_q10_8,milieu_et_qualite_de_vie_q10_9,milieu_et_qualite_de_vie_q11_1,milieu_et_qualite_de_vie_q11_2,milieu_et_qualite_de_vie_q11_3,milieu_et_qualite_de_vie_q11_4,milieu_et_qualite_de_vie_q11_5,milieu_et_qualité_de_vie_q11_6,milieu_et_qualite_de_vie_q11_7,milieu_et_qualite_de_vie_q11_8,milieu_et_qualite_de_vie_q12,securité_dans_espace_public_q13,securité_dans_espace_public_q14_1,securité_dans_espace_public_q14_2,securité_dans_espace_public_q14_3,securité_dans_espace_public_q14_4,securité_dans_espace_public_q14_5,securité_dans_espace_public_q14_6,securité_dans_espace_public_q14_7,securité_dans_espace_public_q14_8,securité_dans_espace_public_q14_9,securité_dans_espace_public_q14_10,securité_dans_espace_public_q14_11,securité_dans_espace_public_q15_1,securité_dans_espace_public_q15_2,securité_dans_espace_public_q15_3,securité_dans_espace_public_q15_4,securité_dans_espace_public_q15_5,securité_dans_espace_public_q15_6,securité_dans_espace_public_q15_7,securité_dans_espace_public_q15_8,securité_dans_espace_public_q15_9,securité_dans_espace_public_q16,securité_dans_espace_public_q17_1,securité_dans_espace_public_q17_2,securité_dans_espace_public_q17_3,securité_dans_espace_public_q17_4,securité_dans_espace_public_q17_5,securité_dans_espace_public_q17_6,securité_dans_espace_public_q17_7,securité_dans_espace_public_q17_8,securité_dans_espace_public_q17_9,securité_dans_espace_public_q18,participation_citoyenne_q19,participation_citoyenne_q20,participation_citoyenne_q21_1,participation_citoyenne_q21_2,participation_citoyenne_q21_3,participation_citoyenne_q21_4,participation_citoyenne_q21_5,participation_citoyenne_q21_6,participation_citoyenne_q21_7,piste_action_q22_1,piste_action_q22_2,piste_action_q22_3,piste_action_q22_4,piste_action_q22_5,piste_action_q22_6,piste_action_q22_7,piste_action_q22_8,piste_action_q22_9,piste_action_q22_10,piste_action_q23_1,piste_action_q23_2,piste_action_q23_3,piste_action_q23_4,piste_action_q23_5,piste_action_q23_6,piste_action_q23_7,piste_action_q23_8,profil_q25,profil_q26,profil_q27,profil_q28,profil_q29,profil_q30,profil_q31,profil_q32,profil_q33,profil_q34,profil_q35,profil_q36,profil_q37,interet_participer_groupe_discussion_q38,interet_participer_groupe_discussion_q40
765,Oui,Bibliothèques municipales,,,,,Réseau des parcs de quartier et grands parcs,,,De une à trois fois par mois,Plutôt en accord,Plutôt en désaccord,,,,,,,,Je ne sais pas,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Plutôt en accord,,,,,À l'école ou dans une institution académique,,,Autre,,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),,,"Agression sexuelle (ex.: acte sexuel non consenti, avec ou sans violence)",,,,Regard insistant,,,,,,,,,,,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,,,,,,,J’ai pensé que ce serait sans effet,,,,Non,,,,Horaires inadéquats,Manque de temps,,,,5,2,3,9,7,1,8,6,10,4,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,Moins d’un an,15 à 24 ans,Femme,Non,Autre ,Universitaire - 1er cycle,Français ,Non,Non,Non,J5R,Moins de 5 000 $,Non,
766,Oui,,Bureaux Accès Montréal,,,,Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,De une à trois fois par mois,Plutôt en désaccord,Tout à fait en désaccord,,,,,,,,Je ne sais pas,Oui,Je ne sais pas,Oui,Je ne sais pas,Non,Non,Non,Non,Non,Tout à fait en désaccord,,,,,,,,,Ne s'applique pas,Tout à fait en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Tout à fait en désaccord,Plutôt en accord,Oui,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,,,,,,,,Rue ou ruelle,,,,Non,,J’ai pensé que c’était un acte trop banal,,,,,,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Oui,Non,,,,,,,Aucun,7,3,1,2,4,5,6,8,9,10,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",,À travers des événements soutenus par la Ville,,,,,Invitation de la Ville reçue par courriel,Plus de 20 ans,65 à 74 ans,Homme,Non,Gaie,Universitaire - 1er cycle,Français ,Non,Non,Non,H2J,20 000 $ à 29 999 $,Non,
767,Non,,,,,,,,,Moins d'une fois par année,Plutôt en accord,Tout à fait en désaccord,,,,,,,,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Oui,"Oui, rarement",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Non,,,,Horaires inadéquats,,,,,1,3,4,9,8,6,7,5,10,2,,"À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,,,Par le biais d’un organisme ou d’une association,4 à 10 ans,65 à 74 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2K,60 000 $ à 79 999 $,Oui,Non
768,Oui,Bibliothèques municipales,,,,,,,,Une fois par semaine ou plus,Plutôt en accord,Tout à fait en désaccord,,,,,,,,Je ne sais pas,Je ne sais pas,Oui,Oui,Je ne sais pas,Non,Non,Non,Non,Non,Plutôt en désaccord,,,,,,,,,Ne s'applique pas,Tout à fait en accord,Plutôt en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Plutôt en accord,Oui,"Non, jamais",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Aucun,1,8,2,3,4,5,6,7,10,9,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Invitation de la Ville reçue par courriel,Plus de 20 ans,35 à 44 ans,Personne bispirituelle (Two-Spirit),Non,Pansexuelle,Collégial,Français ,Non,Non,Non,H2k,10 000 $ à 14 999 $,Oui,Non
769,Oui,Bibliothèques municipales,Bureaux Accès Montréal,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,,Réseau des parcs de quartier et grands parcs,Jardins communautaires,Ligne téléphonique 311,Quelques fois par année,Tout à fait en désaccord,Plutôt en accord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,Jardins communautaires,,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Plutôt en désaccord,Au travail,,Dans la recherche d'un emploi,Dans les transports en commun,À l'école ou dans une institution académique,,Dans la recherche d'un service communautaire,,,Tout à fait en accord,Tout à fait en désaccord,Plutôt en accord,Tout à fait en désaccord,Plutôt en accord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,Cyberintimidation,Agression physique (ex.: geste portant atteinte à l’intégrité physique),"Agression sexuelle (ex.: acte sexuel non consenti, avec ou sans violence)",Menace de violence physique,,"Mauvais service dans un commerce (magasin, restaurant ou café)",Regard insistant,,,Transport en commun,Piste cyclable,,Centre sportif ou communautaire,Événement extérieur,Rue ou ruelle,Parc ou terrain de sports,Commerce,"Sur l'internet (ex.: Facebook, courriels, etc)",Oui,,,,,,,,,,Très inadéquat,Non,,Crainte de subir un traitement défavorable ou différencié en raison de mon identité et expression de genre ou de mon orientation sexuelle,Crainte que ma réalité ne soit pas comprise ou prise en considération,,,,,,1,2,9,5,4,3,8,6,10,7,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,4 à 10 ans,25 à 34 ans,Genderqueer ou non-conforme dans le genre,Non,Je préfère ne pas répondre,Universitaire - 1er cycle,Français ,Non,Non,Non,H3N,80 000 $ à 99 999 $,Oui,Non
770,Oui,,Bureaux Accès Montréal,,,,,,Ligne téléphonique 311,Moins d'une fois par année,Plutôt en désaccord,Plutôt en accord,,Bureaux Accès Montréal,,,,,Ligne téléphonique 311,Non,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non,Non,Non,Je ne sais pas,Plutôt en accord,Au travail,,,,,,,,,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,,,,,,,,,,,,Je préfère ne pas répondre,,,,,,,,,,,Non,,,,,Manque de temps,Manque de confiance dans le processus,,,6,1,9,8,5,4,10,3,7,2,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par une personne de mon entourage,11 à 20 ans,35 à 44 ans,Homme,Non,Gaie,Collégial,Français ,Non,Oui,Non,h1a,80 000 $ à 99 999 $,Non,
771,Oui,,Bureaux Accès Montréal,,,,,,Ligne téléphonique 311,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Plutôt en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Oui,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,,,,,,,,Rue ou ruelle,,,,Non,,,,,,,,,Je préfère ne pas répondre,,Non,,,,,,,,Aucun,4,5,6,7,2,3,8,9,10,1,,"À travers le nom des rues, des parcs ou des espaces publics",,,,,,,Autres (veuillez préciser),Plus de 20 ans,45 à 54 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2G,80 000 $ à 99 999 $,Non,
772,Non,,,,,,,,,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Plutôt en accord,Au travail,,,Dans les transports en commun,,,,Autre,,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Non,"Non, jamais",,,,,,,,,Regard insistant,,,,,,,,,,Commerce,,Non,,J’ai pensé que c’était un acte trop banal,,,,,J’ai pensé que ce serait sans effet,,,,Non,,,Crainte que ma réalité ne soit pas comprise ou prise en considération,,Manque de temps,,,,1,2,3,4,5,6,7,8,9,10,"À travers l’art (mural, festival, etc.)",,,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par le biais d’un organisme ou d’une association,11 à 20 ans,15 à 24 ans,Genderqueer ou non-conforme dans le genre,Oui,Pansexuelle,Secondaire,Français ,Non,Non,Non,Je n’ai pas de domicile fixe,,Non,
773,Oui,,Bureaux Accès Montréal,,,,Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,Quelques fois par année,Tout à fait en accord,Plutôt en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Plutôt en accord,,,,,,,,Autre,,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,,Plutôt en désaccord,Plutôt en désaccord,Non,"Oui, quelquefois",,,,,,,,,Regard insistant,,,,,,,,Rue ou ruelle,,,,Non,,J’ai pensé que c’était un acte trop banal,,,,,,,,,Non,,,,Horaires inadéquats,,,,,1,2,5,3,4,6,7,8,9,10,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,11 à 20 ans,45 à 54 ans,Homme,Je préfère ne pas répondre,Gaie,Collégial,Français ,Non,Non,Non,H2J,50 000 $ à 59 999 $,Non,
774,Oui,Bibliothèques municipales,,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,,Réseau des parcs de quartier et grands parcs,,,De une à trois fois par mois,Plutôt en accord,Tout à fait en désaccord,,,,,,,,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Je ne sais pas,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en accord,Plutôt en accord,,,,Tout à fait en accord,Plutôt en accord,Oui,"Oui, quelquefois",,,,,,,,,Regard insistant,,,Transport en commun,,,,,,,,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,,,,,,,,Non,,,,,Manque de temps,,,,2,3,4,9,5,8,6,10,7,1,,,,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Autres (veuillez préciser),Plus de 20 ans,25 à 34 ans,Femme,Non,Lesbienne,Universitaire - 1er cycle,Français ,Non,Oui,Non,h2g,15 000 $ à 19 999 $,Non,
775,Non,,,,,,,,,Une fois par semaine ou plus,Plutôt en accord,Tout à fait en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Non,"Non, jamais",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Non,,,,Horaires inadéquats,Manque de temps,Manque de confiance dans le processus,,,1,2,3,5,4,6,8,9,10,7,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,,,,,,Page Facebook de la Ville,4 à 10 ans,25 à 34 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Oui,Non,Non,H2g,60 000 $ à 79 999 $,Non,
776,Oui,Bibliothèques municipales,Bureaux Accès Montréal,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,Jardins communautaires,Ligne téléphonique 311,Une fois par semaine ou plus,Tout à fait en accord,Tout à fait en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Plutôt en accord,,,,,,,,,Ne s'applique pas,Tout à fait en accord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Tout à fait en accord,Non,"Oui, quelquefois",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Oui,Non,,,Horaires inadéquats,Manque de temps,,,,8,3,4,1,2,9,5,7,6,10,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Autres (veuillez préciser),11 à 20 ans,45 à 54 ans,Homme,Non,Gaie,Universitaire - 1er cycle,Français ,Non,Non,Non,H8R,50 000 $ à 59 999 $,Oui,Oui
777,Oui,Bibliothèques municipales,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,Quelques fois par année,Plutôt en accord,Plutôt en accord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Plutôt en désaccord,Au travail,,,Dans les transports en commun,,,,Autre,,Tout à fait en accord,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Non,"Oui, souvent","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),Cyberintimidation,,,Menace de violence physique,,"Mauvais service dans un commerce (magasin, restaurant ou café)",Regard insistant,,,Transport en commun,,,Centre sportif ou communautaire,Événement extérieur,Rue ou ruelle,Parc ou terrain de sports,Commerce,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,,J’ai pensé que c’était un acte trop banal,,,Je ne voulais pas revivre le moment,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,,,,,Aucun,6,5,1,7,8,9,2,3,10,4,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par une personne de mon entourage,4 à 10 ans,25 à 34 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2G,150 000 $ et plus,Non,
778,Non,,,,,,,,,Jamais,,Plutôt en désaccord,,,,,,,,Oui,Je ne sais pas,Oui,Oui,Je ne sais pas,Non,Non,Non,Non,Non,Plutôt en désaccord,,,,,,,,,Ne s'applique pas,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en accord,Tout à fait en accord,Oui,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),,,"Agression sexuelle (ex.: acte sexuel non consenti, avec ou sans violence)",,,,,,,,,,,,,,Commerce,,Non,,,,,,,J’ai pensé que ce serait sans effet,,,,Non,,,,,Manque de temps,,,,5,1,3,2,8,7,9,6,10,4,,"À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Autres (veuillez préciser),11 à 20 ans,35 à 44 ans,Homme,Non,Queer,Collégial,Français ,Non,Non,Non,H2K,60 000 $ à 79 999 $,Non,
779,Oui,,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Une fois par semaine ou plus,Plutôt en accord,Plutôt en désaccord,,,,,,,,Non,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Plutôt en accord,,,,,,,,Autre,,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Oui,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),Cyberintimidation,,,Menace de violence physique,"Refus d’être servi dans un commerce (magasin, restaurant ou café)","Mauvais service dans un commerce (magasin, restaurant ou café)",Regard insistant,,,,,,,,,Parc ou terrain de sports,Commerce,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,J’ai eu peur des représailles,,,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,,Manque de temps,Manque de confiance dans le processus,,,8,3,9,10,5,6,7,1,2,4,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,,,Page Facebook de la Ville,Plus de 20 ans,35 à 44 ans,Homme,Non,Bisexuelle,Collégial,Anglais ,Non,Non,Non,Je n’ai pas de domicile fixe,"100 000 $ à 149,999 $",Non,
